"1","5","70084298","16","2016-03-14 19:58:00","DBV - WHI","106, 107, 122, 108, 152"
"2","5","97366249","16","2016-03-15 08:02:00","DBV - HHD","106 110 112"
"3","5","72383086","16","2016-03-15 09:51:00","DBV - WHI","106"
"4","5","93551950","16","2016-03-15 10:42:00","DBV - CSH","106, 205, 203, 702, 705"
"5","5","77730042","15","2016-03-15 14:24:00","DBV - CHD","1777, 1766"
"6","5","94870946","16","2016-03-15 14:50:00","DBV - SKY","106"
"7","5","94870946","16","2016-03-15 14:51:00","DBV - SKY","106"
"8","5","19306688","14","2016-03-15 15:14:00","DBV - CSH","106 108"
"9","5","64370828","16","2016-03-15 16:04:00","DBV - CSH","106,  302, 320, 510,702"
"10","5","68305036","14","2016-03-15 17:20:00","DBV - HHD","510 106 511 112"
"11","5","87998183","16","2016-03-16 10:44:00","DBV - SKY","106 110 112"
"12","5","87998183","16","2016-03-16 10:52:00","DBV - CSH","108,106,106,112, 320"
"13","5","35481316","16","2016-03-16 12:43:00","DBV - CSH","105,106,108,112,109"
"14","5","28219277","15","2016-03-16 14:15:00","DBV - SKY","106,108,110,112,111"
"15","5","12734497","16","2016-03-16 15:49:00","DBV - SKY","511, 512,513, 108, 106"
"16","5","25933219","15","2016-03-16 15:54:00","DBV - CSH","109, 106,108,107,110"
"17","5","25933219","15","2016-03-16 15:54:00","DBV - CSH","109, 106,108,107,110"
"18","5","65172280","16","2016-03-17 10:40:00","DBV - CSH","108,110,112,521,510"
"19","5","87948105","14","2016-03-17 12:41:00","DBV - CSH","0,0,0,0,0"
"20","5","49375819","16","2016-03-17 15:25:00","DBV - CSH","108,106,603,402,204,"
"21","5","50215136","16","2016-03-17 15:42:00","DBV - CSH","106"
"22","5","97328421","16","2016-03-17 18:23:00","DBV - HHD","461,106,110,112,408"
"23","5","68353259","15","2016-03-18 13:53:00","DBV - CSH","107,930,108,203,106"
"24","5","71248074","16","2016-03-18 15:49:00","DBV - WHI","105,106,107,108,"
"25","5","85741148","16","2016-03-18 17:58:00","DBV - CSH","106, 107, 108, 109, 110"
"26","5","56144645","15","2016-03-18 21:34:00","DBV - HLC","702,108,471,461,465"
"27","5","1559673","15","2016-03-19 09:58:00","DBV - WHI","106 107 108 109 105"
"28","5","1559673","15","2016-03-19 09:58:00","DBV - WHI","106 107 108 109 105"
"29","5","80318686","15","2016-03-19 13:26:00","DBV - CSH","106"
"30","5","80318686","15","2016-03-19 13:27:00","DBV - CSH","106"
"31","5","17292269","16","2016-03-19 13:37:00","DBV - WHI","106,105,107,110,111"
"32","5","33468869","16","2016-03-19 19:48:00","DBV - HPV","1521"
"33","5","91721365","15","2016-03-20 12:25:00","DBV - HHD","1005"
"34","5","92885169","15","2016-03-20 18:24:00","DBV - CSH","521,402,714,202"
"35","5","85683654","16","2016-03-20 19:09:00","DBV - CSH","702, 100, 112,302,402, 502"
"36","5","73346645","14","2016-03-21 14:13:00","DBV - CSH","106 108 109 151 110"
"37","5","89823959","15","2016-03-21 14:35:00","DBV - SKY","101, 102,602,605,603"
"38","5","90427212","15","2016-03-21 17:40:00","DBV - CSH","603,611,106"
"39","5","9492778","14","2016-03-21 20:07:00","DBV - HHD","106"
"40","5","1566868","15","2016-03-22 08:40:00","DBV - CSH","202 166 158 108 104"
"41","5","80280845","14","2016-03-22 10:24:00","DBV - SKY","106 108 110 510 511"
"42","5","78480936","14","2016-03-22 11:54:00","DBV - CSH","606, 106, 108 , 100, 102"
"43","5","57892432","15","2016-03-22 12:03:00","DBV - CSH","108,106,112,120,145,121,122"
"44","5","50885417","14","2016-03-22 12:36:00","DBV - CSH","106 108 110 510 511"
"45","5","80318686","15","2016-03-22 14:38:00","DBV - CSH","106"
"46","5","80318686","15","2016-03-22 14:39:00","DBV - CSH","931"
"47","5","80318686","15","2016-03-22 14:39:00","DBV - CSH","710"
"48","5","57571408","16","2016-03-23 09:56:00","DBV - CSH","108,106,510,511,512"
"49","5","92244854","16","2016-03-23 10:28:00","DBV - HLC","441,602,606,609,619"
"50","5","34337360","15","2016-03-23 19:38:00","DBV - CHD","402,905,205,305,610"
"51","5","46768982","14","2016-03-24 09:14:00","DBV - CSH","106 108 107 510 511"
"52","5","83505800","14","2016-03-24 16:00:00","DBV - SKY","108,109,110,112,115"
"53","5","48286710","15","2016-03-24 16:10:00","DBV - CSH","106,107,108,109,110"
"54","5","52210192","16","2016-03-24 20:21:00","DBV - CSH","106,107, 108,109 ,110"
"55","5","28230654","14","2016-03-25 16:05:00","DBV - HHD","106,108,107,110,109"
"56","5","2222222","15","2016-03-26 06:59:00","DBV - CHD","106,107,108,109,110"
"57","5","50128735","15","2016-03-26 11:06:00","DBV - HHD","100 101 102 103 104 105"
"58","5","65851271","16","2016-03-26 12:49:00","DBV - SKY","108,106,112,204,222,"
"59","5","86844149","16","2016-03-26 15:59:00","DBV - SKY","410"
"60","5","72351133","16","2016-03-26 15:59:00","DBV - WHI","106, 702, 310, 204, 710"
"61","5","72351133","16","2016-03-26 16:00:00","DBV - WHI","106, 702, 310, 204, 710"
"62","5","66594268","15","2016-03-26 21:41:00","DBV - SKY","107"
"63","5","66594268","15","2016-03-26 21:41:00","DBV - SKY","107"
"64","5","1227397","14","2016-03-26 21:44:00","DBV - SKY","106,108,109,"
"65","5","14122410","16","2016-03-27 10:40:00","DBV - SKY","106,119,521"
"66","5","60117850","15","2016-03-27 11:51:00","DBV - CHD","106 108"
"67","5","70982624","18","2016-03-27 13:04:00","DBV - WHI","106,108,112,446,115"
"68","5","91803973","14","2016-03-27 15:30:00","DBV - CHD","106,107,108,702,109"
"69","5","3055829","15","2016-03-27 20:05:00","DBV - CSH","609"
"70","5","60861085","15","2016-03-28 07:01:00","DBV - HHD","108,106,112,202,702"
"71","5","60861085","14","2016-03-28 07:13:00","DBV - HHD","106,108,112,510,512"
"72","5","43212828","15","2016-03-28 07:30:00","DBV - WHI","106,108,502,702,602"
"73","5","98295041","16","2016-03-28 10:08:00","DBV - HHD","108,109,110,111,112"
"74","5","25523572","14","2016-03-28 11:01:00","DBV - CSH","106,108,609,602,603"
"75","5","34366997","16","2016-03-28 11:42:00","DBV - CSH","108,106,107,105"
"76","5","79005310","14","2016-03-28 12:27:00","DBV - CSH","106, 108,"
"77","5","88102413","15","2016-03-28 13:01:00","DBV - CSH","106"
"78","5","83769950","15","2016-03-28 13:11:00","DBV - SKY","106"
"79","5","72268162","16","2016-03-28 14:36:00","DBV - WHI","106, 108, 320, 203, 204"
"80","5","72607625","16","2016-03-28 15:32:00","DBV - CSH","106 108 112"
"81","5","72607625","16","2016-03-28 15:32:00","DBV - CSH","106 108 112"
"82","5","75050641","15","2016-03-28 15:53:00","DBV - SKY","107,110,105"
"83","5","17541087","15","2016-03-29 08:46:00","DBV - CSH","108, 106, 320, 203, 204"
"84","5","41658816","15","2016-03-29 09:43:00","DBV - CSH","107, 208, 110, 112"
"85","5","91956029","15","2016-03-29 11:19:00","DBV - CHD","448,454,442,441,408"
"86","5","74467085","16","2016-03-29 13:58:00","DBV - CSH","510,128,113"
"87","5","74467085","16","2016-03-29 14:11:00","DBV - CSH","118,106,108,510,"
"88","5","18795864","16","2016-03-29 15:19:00","DBV - HHD","106,108,112,117,122"
"89","5","19288471","16","2016-03-29 16:36:00","DBV - WHI","106 108"
"90","5","68260629","15","2016-03-30 11:59:00","DBV - CSH","712,511,518,512,102"
"91","5","87058947","16","2016-03-30 12:11:00","DBV - CSH","108 ,106 , 112,"
"92","5","90872771","14","2016-03-30 12:50:00","DBV - CHD","106"
"93","5","84770064","15","2016-03-30 13:47:00","DBV - CSH","108 , 106, 112"
"94","5","32630675","15","2016-03-30 15:24:00","DBV - SKY","108 , 106, 702, 705, 707"
"95","5","9009291","14","2016-03-30 15:57:00","DBV - WHI","606, 106, 108"
"96","5","38317616","16","2016-03-30 16:52:00","DBV - SKY","112,108,102,110,119"
"97","5","38317616","16","2016-03-30 16:52:00","DBV - SKY","112,108,102,110,119"
"98","5","6381909","16","2016-03-30 18:49:00","DBV - WHI","440"
"99","5","6381909","16","2016-03-30 18:49:00","DBV - WHI","440"
"100","5","71696488","14","2016-03-30 18:59:00","DBV - CSH","106,107,108,109,"
"101","5","82993361","16","2016-03-30 19:44:00","DBV - CSH","150,154,155,106,110,"
"102","5","78792959","16","2016-03-30 19:55:00","DBV - CSH","106, 107 108 210 212"
"103","5","24461386","15","2016-03-30 20:13:00","DBV - CSH","102,103,04,105,106"
"104","5","29906799","15","2016-03-31 09:38:00","DBV - SKY","8"
"105","5","99204992","15","2016-03-31 09:57:00","DBV - CHD","108, 109,110,111,112,125"
"106","5","10556801","16","2016-03-31 11:59:00","DDG - DC7","310, 610, 610"
"107","5","20414462","14","2016-03-31 12:26:00","DBV - CSH","102 106 108 510 512"
"108","5","20414462","14","2016-03-31 12:26:00","DBV - CSH","102 106 108 510 512"
"109","5","94117215","14","2016-03-31 14:34:00","DBV - HHD","100 108 122 204 310"
"110","5","91095976","15","2016-03-31 15:30:00","DBV - CSH","408"
"111","5","91942037","15","2016-03-31 19:16:00","DBV - SKY","602, 704, 717, 783, 789"
"112","5","49544620","16","2016-04-01 10:45:00","DBV - WHI","106"
"113","5","92244854","16","2016-04-01 13:47:00","DBV - HLC","106,108,202,702,"
"114","5","98319148","16","2016-04-01 14:12:00","DBV - HHD","106"
"115","5","79095378","16","2016-04-01 15:54:00","DBV - CSH","108 109 110 112 113"
"116","5","98751142","14","2016-04-04 19:59:00","DBV - HHD","106, 705,"
"117","5","81315756","15","2016-04-05 11:00:50","DBV - CSH","100 105 106 107 108 109 110"
"118","10","96982475","44","2016-04-05 11:22:46",NULL,"8653786"
"119","5","5063615","16","2016-04-05 12:33:40","DBV - SKY","106,107,108,502,105"
"120","5","55727614","14","2016-04-05 13:14:07","DBV - CSH","106, 108, 107, 510, 511"
"121","5","35479468","14","2016-04-05 13:35:00","DBV - HHD","105,106,1510,1511,1512,"
"122","5","25013152","15","2016-04-05 14:18:19","DBV - CSH","1,2,3,4,5,6,7,8,9,10,11,12,13,"
"123","5","82332040","15","2016-04-05 14:35:28","DBV - CSH","105,511,108,206,"
"124","10","79379467","44","2016-04-05 16:20:11",NULL,"8659099"
"125","10","96194980","44","2016-04-05 17:22:00",NULL,"8660076"
"126","5","63315493","15","2016-04-05 21:05:32","DBV - SKY","112, 106, 108, 901, 902,"
